uid,label,mean_step_speed,stddev_step_speed,track_length,e2e_distance,duration,speed_direction_mean,speed_direction_std,acceleration_global_mean,acceleration_abs_mean,acc_direction_std,angular_velocity_avg,angular_velocity_std
lab_0_0,0,0.1730878285772176,0.10014095198813815,51.926348573165285,40.40877174574849,300.0,0.09890089766270559,0.34714468559104106,0.0008159953340600969,0.022534268843697147,nan,0.021039041693735352,0.06629239039891474
lab_0_1,0,0.1650476614328481,0.08619363543140106,49.514298429854435,32.95732246405949,300.0,0.12468257266726837,0.4373314842241596,0.0009910470354055536,0.020829520888889452,nan,0.02369777409320394,0.08349493211604762
lab_0_2,0,0.16738812570567846,0.09917697333255542,50.216437711703534,31.649486141168218,300.0,0.10738791972939786,0.3854562162614596,0.0003684099187101018,0.02105481675581948,nan,0.018510626678527774,0.045029598477340685
lab_0_3,0,0.21592692177618394,0.10979698441029707,64.77807653285518,42.52494808932751,300.0,0.09829333489639461,0.3777264216615802,0.0009563287401566708,0.026015307581921016,nan,0.020275806336016805,0.04772786474916414
lab_0_4,0,0.09778595893060893,0.0969844810748326,29.33578767918268,1.616935682085197,300.0,0.0719913543944901,0.35459511860817133,0.0005846731649287188,0.011409683917567427,nan,0.04991298137981521,0.08019956093268325
lab_0_5,1,3.263915719831237,0.7418042588539931,381.87813922025475,339.8043588243093,117.0,0.020054985226993914,0.0806613856904814,0.02862841662029628,0.11693237184732207,nan,0.0311758161104395,0.040584135885177716
lab_0_6,1,1.9504918201789678,0.821394668120148,306.22721576809795,147.71040836718308,157.0,0.09600537094141778,0.362812104239257,0.021361075007927072,0.16336484942871843,nan,0.0336116680473917,0.031182991694876386
lab_1_0,1,4.621280730051717,2.5911162743856155,1386.3842190155153,961.6761409123136,300.0,0.39628506627754256,0.6627596155734266,0.01652492919764447,2.000374203459631,nan,0.027671874402947494,0.04897229543378819
lab_1_1,0,0.12528391629707983,0.0069354392266313195,37.58517488912395,36.49657518178932,300.0,0.0069010082942178716,0.048220665682252986,5.870085800180055e-05,0.0012582022681356568,nan,0.012351209802023155,0.02662124988307507
lab_1_2,0,0.11180397130839168,0.05590234341843211,2.2360794261678336,2.23606797749979,20.0,nan,nan,0.007776587210465187,0.008133229393802692,nan,0.1579842512967694,0.6842065483745983
lab_1_3,1,12.513858438965908,3.0595350250522833,1126.2472595069316,1085.7927979131193,90.0,0.07486597216739445,0.12183638878677476,0.12704931690339716,1.1767302435733942,nan,0.038609824300553396,0.08184045186084331
lab_1_4,0,6.274431987095902,0.8405374704959769,250.97727948383607,247.54191564258366,40.0,0.12141518858763616,0.1610108638236675,0.11768778828946262,1.0638010108510803,nan,0.09367884970875266,0.4403843191795431
lab_1_5,1,7.7445549672350165,3.0349393031428376,867.3901563303218,255.01764644824092,112.0,0.18349825112122012,0.36429624173060904,0.16983219720244913,1.6327224933138222,nan,0.06400859576287654,0.07754353911143215
lab_1_6,1,13.423882295707177,3.3298077200006366,1141.02999513511,1045.1913700370856,85.0,0.13098142000779497,0.1796394885141843,0.1375025567531726,2.6371624878464517,nan,0.04399937814407347,0.08034779876172139
lab_1_7,1,4.042375201204968,1.220241852868358,189.9916344566335,146.57762448614045,47.0,0.2894556798008551,0.5654739328757963,0.11594757861919433,1.1000830564945687,nan,0.11283090827119176,0.11754705493715539
lab_1_8,1,5.361343395001338,2.319697609792176,42.890747160010704,42.2965719651132,8.0,0.18092301358548363,0.0997823784562723,0.8498365855987974,3.229892925053943,0.5518053926679365,0.41721449653697124,0.7023615263544792
lab_1_9,1,15.265199339138315,1.818522056425069,45.795598017414946,45.79301256742124,3.0,0.020691976123940706,0.005617741128979991,2.23606797749979,3.3541019662496847,0.0,1.0517922927595713,1.4651702478461592
lab_2_0,1,8.566769506125334,4.8895649986455805,436.905244812392,380.1473398565351,51.0,0.3931606889329123,0.5913114714701407,0.02040816326530612,3.5046163758576707,nan,0.09984777686523372,0.24883551546775287
lab_2_1,1,6.789065377066827,3.2451956492599114,862.211302887487,688.7437840009883,127.0,0.18308491042831665,0.2831179305404918,0.08,1.8027760749457784,nan,0.03070363743133564,0.033271315625894846
lab_2_2,1,14.027560283552868,1.8884398440198866,659.2953333269847,641.0818980442358,47.0,0.08183442883074238,0.1234744437725426,0.08888888888888889,2.120337630141336,nan,0.07585688037138628,0.23871495986311986
lab_2_3,1,8.696963940553196,2.439224173454702,791.4237185903409,585.702996406882,91.0,nan,nan,0.07537307789325134,2.4948424672828744,nan,0.044098258574324374,0.03431535996437613
lab_2_4,0,0.0727721087289137,0.0008418075742379896,22.04994894486085,21.540659228538015,303.0,0.00615754960744432,0.02520658163936689,0.00013297339598791852,0.0008341415441986135,nan,0.01108379918774781,0.02427731977518087
lab_2_5,1,14.69731889148386,3.3635014087043094,543.8007989849028,439.7101317913882,37.0,0.2472491813603393,0.17803310839454928,0.42857142857142855,5.080463194606001,0.8444219903059822,0.1500226325851108,0.2110149577044023
lab_2_6,1,9.911454996930708,3.4187335877218166,1030.7913196807935,542.2739160239961,104.0,nan,nan,0.028583097523751475,3.614159642555739,nan,0.06021035449501037,0.11494578713853122
lab_2_7,1,8.528467844070706,3.9655344539392483,375.25258513911103,77.0,44.0,0.566285294739765,0.6456664881262328,0.49026810195176196,5.264608311648965,nan,0.13776347150291118,0.09238906588749746
lab_2_8,1,16.0,0.0,16.0,16.0,1.0,0.0,,,,,0,0
lab_2_9,1,11.23574927563762,4.029657086503839,1134.8106768393995,1002.0144709533889,101.0,0.19478216215805194,0.20785800644988486,0.14177443280422422,4.337502093596418,nan,0.039138782090979665,0.09311677479549024
lab_2_10,1,7.203504630840061,4.664795252500532,151.27359724764128,84.8528137423857,21.0,0.49685285758171993,0.6678526158626791,0.43401111848606955,5.620293676079944,0.8941322163257499,0.24949657147255092,0.6073380312400495
lab_2_11,1,19.002322870005955,2.5648376577700662,171.02090583005358,170.3202865192517,9.0,0.1121108037716322,0.07743108939160236,0.31943828249996997,4.507057615892747,nan,0.35887932800911204,0.8656154837917276
lab_2_12,1,10.520108416386648,1.4412907088685463,42.08043366554659,40.311288741492746,4.0,0.516282054849266,0.20993610388601824,1.8027756377319946,5.99583002472571,0.1902531885561829,0.8408486448494923,0.7956095210321011
lab_2_13,1,7.549634571381651,2.798328689599803,1102.246647421721,505.72917653621687,146.0,0.42290790150052426,0.6186329080923155,0.01552824984374854,3.476638653268264,nan,0.0489054031260971,0.09971267050247204
lab_2_14,1,10.466302716166888,4.782590747027977,104.66302716166888,103.23759005323593,10.0,nan,nan,1.1524430571616109,5.620489593690753,nan,0.38598505801824073,0.9184615482256124
lab_2_15,1,11.716219677069347,3.474658555693355,1405.9463612483216,586.436697351044,120.0,0.23672642782990977,0.2576683056455883,0.10309767000505457,3.7864572925444038,nan,0.05219250854901624,0.04309080805596545
lab_2_16,1,10.36740019551718,2.5504689737360784,1140.4140215068896,747.5433097821156,110.0,0.21041617969249152,0.25492826304259875,0.11583329632589633,2.9362512205130287,nan,0.047256348678087104,0.10219653803372977
lab_2_17,1,10.690850662840187,2.7152124726282807,224.50786391964394,213.74049686477292,21.0,0.2923170395357674,0.1809229943095964,0.3157894736842105,4.815901150892908,0.6099277710354623,0.17525929216116717,0.31067678973894836
lab_2_18,1,12.157899982548983,1.8019606632018357,559.2633991972532,549.8881704492287,46.0,0.12161807616635119,0.15061398566484294,0.2238376773135478,2.4343159810567037,nan,0.07489196364477171,0.22497933312361987
lab_2_19,1,10.753185950308056,1.9734824406967584,419.3742520620142,402.7964746618322,39.0,0.15067982807940047,0.18146181317796875,0.27826027408072973,2.2625865545268415,nan,0.08982159254926927,0.16779008547774782
lab_2_20,1,13.92191464191693,3.3808715892768104,361.96978068984015,305.8512710452582,26.0,0.38152525218379735,0.4547764035680738,0.4350127712046063,6.321158877707275,nan,0.1387545792172015,0.2924837232883338
lab_3_0,1,4.975789698580143,3.4432540437426793,363.2326479963504,232.76812496559748,73.0,0.34776443430053594,0.5536143055780932,0.11289591226677041,2.2426476645481817,nan,0.059902041922979654,0.1059789485937917
lab_3_1,0,0.1680123997266275,0.7710666508327243,50.23570751826162,19.4164878389476,299.0,0.056275349109110924,0.33961895288837135,0.0002952614312241296,0.06712606331955344,nan,0.024354617601193174,0.1723302477958653
lab_3_2,0,0.04838913049210189,0.023423334206201123,14.468350017138466,8.06225774829855,299.0,0.02359345521893584,0.15757899468595785,0.00021533032936459402,0.0014456862897736518,nan,0.017115463009317308,0.012148246183590719
lab_3_3,0,0.05769329799128839,0.04584770217777604,17.25029609939523,5.0,299.0,nan,nan,0.0006074805662677718,0.002445226207724578,nan,0.021342107056732278,0.027375708291408486
lab_3_4,0,0.08776825853865788,0.022095498499940684,26.242709303058707,9.848857801796104,299.0,0.028300242834429543,0.23890436857219974,0.0006079003128953637,0.0023826816184978287,nan,0.016940056890534638,0.017947779942846506
lab_3_5,0,0.115018798935133,0.08643334260724865,34.39062088160477,6.0,299.0,nan,nan,0.0015323453903153539,0.011923680248196804,nan,0.0338533840630124,0.07507627742826141
lab_3_6,0,0.1282289383020005,0.05095832368886586,38.340452552298146,8.06225774829855,299.0,0.022405828334310516,0.18589326750963367,0.0010298022594117486,0.0032152936097610304,nan,0.024343519092880468,0.06603498121848607
lab_3_7,0,0.061555212854709405,0.03131220366200077,18.405008643558112,8.06225774829855,299.0,0.022883988624600914,0.2117667187360841,0.0002303384697169895,0.0017636213738249837,nan,0.013104735316581363,0.024361046314781837
